region,location,street_address,num_of_rooms,size,fee,final_price,initial_price,year_built
Stockholm,Kungsholmen,"Polhemsgatan 8, 1 tr",4,98 ,3780,7700000,7750000,1934
Stockholm,Hässelby,Melongatan 22,2,42 ,3035,1925000,1795000,2010
Nacka,Saltängen,Ugglevägen 32A,1,28 ,1553,1800000,1695000,1950
Stockholm,Hammarbyhöjden,Petrejusvägen 16,3,85 ,4728,5025000,4295000,1993
Stockholm,Södermalm,Hornsgatan 107 / Drakenbergsgatan 8,2,64 ,2660,4700000,3895000,1967
Stockholm,Årsta,"Slätbaksvägen 18, 1tr",2,44.5 ,2758,2740000,2350000,1943
Stockholm,Årsta,Sköntorpsvägen 95,2,55 ,2727,3200000,2695000,1945
Stockholm,Beckomberga,Beckombergavägen 213,3,69 ,4267,3725000,3475000,2014
Solna,Jungfrudansen,Jungfrudansen 40,2,72 ,3117,3325000,2995000,1971
Stockholm,Vällingby,"Jämtlandsgatan 150, 6tr",2,60 ,3573,2200000,1995000,1952
Stockholm,Fruängen,Lotta Svärds Gränd 7,2,59 ,3263,2900000,2595000,2014
Stockholm,Östermalm,Östermalmsgatan 68A,5,201 ,8268,22400000,23000000,1906
Solna,Råsunda,"Hasselstigen 5, vån 3 av 5",1,25 ,1588,2350000,1990000,1948
Stockholm,Kungsholmen,"Kungsholms strand 103, 4tr",3,73 ,4857,6200000,5495000,1997
Stockholm,Kungsholmen,"Lars Forssells gata 34, 6 tr",4,102 ,5601,8500000,7750000,2013
Stockholm,Gamla Stan,"Skottgränd 7, 4 & 5 tr",2,54 ,3967,4850000,4950000,1623
Stockholm,Östermalm,Karlavägen 84,2,71 ,2077,6250000,6495000,1897
Stockholm,Södermalm,"Ringvägen 161, 3 tr",2,40 ,1431,3725000,2995000,1897
Nacka,Nackastrand,"Augustendalsvägen 23, vån 6",2.5,107 ,5558,5950000,5950000,1995
Stockholm,Riksby,Spångavägen 16,2,56 ,3870,2370000,1995000,1995
Stockholm,Södermalm,"Skaraborgsgatan 6A, 3tr",4,77 ,5541,7000000,6750000,1856
Stockholm,Mariehäll,Fredriksbergsvägen 12,2,51 ,3399,2680000,2680000,1929
Stockholm,Östermalm,Grevgatan 35,3,79 ,4213,8800000,8500000,1928
Nacka,NackaForum,Romansvägen 44,3,83.5 ,4666,3800000,3495000,1928
Stockholm,Älvsjö,Blågransvägen 6 1tr,3,84 ,5259,4850000,4995000,2005
Stockholm,Hägersten,"Piruettvägen 5, vån 11",3,91 ,4761,6400000,5895000,2009
Stockholm,Hägersten,"Piruettvägen 5, vån 11",3,91 ,4761,6400000,5895000,2009
Stockholm,Östermalm,Linnégatan 32,3.5,115 ,3896,13500000,13900000,1888
Nacka,NackaForum,Per Hallströms Väg 12,3,81 ,4908,2775000,2500000,1962
Stockholm,Vasastan,"Luntmakargatan 59, 2tr.",1,27 ,1681,3345000,2695000,1943
Solna,Hagalund,"Kyrkbacken 5, 2tr",2,64 ,4037,2800000,2800000,1973
Stockholm,Högalid,"Tantogatan 63, 10 tr",3,80 ,3425,7350000,7495000,1965
Stockholm,Kärrtorp,Söderarmsvägen 6,2,57 ,3355,2975000,2975000,1950
Sundbyberg,Ursvik,Forskargränd 1,4,107 ,5303,5050000,4995000,2018
Nacka,Jarlaberg,Diligensvägen 116,6,132.5 ,8840,2975000,2975000,1987
Stockholm,Kista,"Helsingörsgatan 16, 5tr",3,77 ,4892,2285000,2195000,1978
Stockholm,Östberga,Stamgatan 21,3,69.5 ,4765,2290000,2290000,1959
Stockholm,Örnsberg,Hägerstensvägen 231,4,82 ,4905,4925000,4195000,2010
Nacka,FinnbodaHamn,Finnboda parkväg 22B,3,77 ,4166,4000000,3995000,2009
Stockholm,Vasastan,Hagagatan 15 E,3,77 ,3545,6520000,5850000,1979
Stockholm,Katarina,Hallandsgatan 46 A,1,26 ,1751,3000000,2495000,1929
Stockholm,Katarina,"Södermannagatan 37, 2 tr",1,36.8 ,1414,3010000,2775000,1973
Stockholm,Årsta,"Slätbaksvägen 13, 2tr",2,44.5 ,2905,2425000,2095000,1943
Stockholm,Vällingby,"Abiskovägen 6, våning 8",3,70 ,3647,3150000,2395000,1954
Stockholm,Stockholm,Heliosgatan 16B,1,33 ,2103,2200000,1995000,2018
Stockholm,HammarbySjöstad,Fredriksdalsgatan 12,1.5,43.5 ,2422,3000000,2895000,2017
Stockholm,Gärdet,"Kallskärsgatan 5, 2 tr",2.5,51 ,2360,4500000,3950000,1935
Stockholm,Kista,"Borgarfjordsgatan 21 B, våning 5",3,80 ,4585,2800000,2800000,1935
Stockholm,Kista,Lollandsgatan 5,2,56 ,3468,1750000,1750000,1980
Stockholm,Gröndal,Gröndalsvägen 118,1,25 ,1242,2170000,1695000,1959
Solna,SolnaFristaden,Skytteholmsvägen 41,2,45 ,2841,2790000,1995000,2003
Stockholm,Årsta,"Sköntorpsvägen 18, 3 tr",3,76 ,3717,4330000,3795000,1948
Stockholm,Bromma,Björnsonsgatan 58,3,69 ,4332,3200000,2990000,2006
Stockholm,Bromma,Holbergsgatan 98,3,69 ,3831,2950000,2790000,1952
Stockholm,Bromma,Wergelandsgatan 36,3,70 ,3613,2850000,2790000,1951
Stockholm,Kungsholmen,"Sankt Eriksgatan 41, mot gård, 2 tr",1,28 ,819,2760000,2395000,1937
Stockholm,Kista,Sorögatan 15,4,100 ,5100,3125000,2695000,1937
Stockholm,Globen,"Bildhuggarvägen 10, 4 tr",3,61 ,3464,4245000,3495000,1937
Stockholm,Aspudden,Hägerstensvägen 139,2,32 ,2060,2775000,2195000,1939
Stockholm,Fruängen,Elin Wägners gata 43,2,55 ,3871,2760000,1995000,1958
Stockholm,Råcksta,Multrågatan 122,1,46 ,2834,1740000,1595000,1953
Stockholm,Nytorget,Brännerigatan 5,2,48 ,2683,4100000,3900000,1953
Stockholm,Hägerstensåsen,Inteckningsvägen 66,1,35 ,2441,2450000,1695000,1945
Solna,GamlaHuvudsta,"Huvudstagatan 12, 2 tr",4,111 ,4392,4140000,3795000,1967
Stockholm,Enskede,Sockenvägen 480,2,56 ,4055,3200000,3200000,1945
Nacka,VästraOrminge,Ormingeringen 3,4,93 ,5770,2230000,1995000,1968
Stockholm,Liljeholmen,"Marieviksgatan 44, 3tr",3,87 ,4502,4850000,4995000,2010
Stockholm,Bromma,"Tackjärnsvägen 14, 2 tr",3,78.5 ,3404,5125000,4495000,1989
Stockholm,Södermalm,Kvarngatan 2,1,42.5 ,2347,3370000,3250000,1989
Stockholm,Gubbängen,Karmstolsvägen 2,2,60 ,3262,2670000,2250000,1947
Stockholm,Midsommarkransen,Telefonvägen 23 ,3,72 ,3945,4450000,3695000,1993
Solna,Järvastaden,"Fridensborgsvägen 125, 3tr av 4 ",5,108 ,5696,5350000,5350000,2018
Solna,Arenastaden,"Evenemangsgatan 34, VÅNING 14",3,69 ,4370,4300000,3995000,2018
Stockholm,Midsommarkransen,"Fastlagsvägen 34, 2tr",3,65 ,4387,4480000,3495000,1949
Sundbyberg,SundbybergJärvastaden,"Boplatsvägen 4, 2tr",4,85 ,4725,3775000,3495000,2017
Stockholm,Gröndal,Sjöbjörnsvägen 20,2.5,58 ,3650,4125000,3795000,1946
Solna,SolnaUlriksdal,Drottning Kristinas Esplanad 65,2,42 ,2415,2700000,2295000,2014
Stockholm,Södermalm,"Lundagatan 48B, 2 tr",1.5,27 ,1503,3150000,2495000,1937
Stockholm,JohanneshovGloben,Skulptörvägen 6,2,52 ,3761,2490000,2395000,1945
Stockholm,Östermalm,"Sandelsgatan 28, 3tr",4,93 ,3216,8400000,7250000,1951
Stockholm,NorraDjurgårdsstaden,"Drevergatan 3, 1 tr",2,54.5 ,2792,4475000,4475000,2017
Stockholm,Östermalm,"Sandhamnsgatan 25, 5tr",2,60 ,1992,4300000,3995000,1962
Stockholm,Hägersten,Kristallvägen 50,2,44 ,2001,2300000,1895000,1950
Stockholm,Bromma,Stångjärnsvägen 8,2,46 ,2641,2325000,1995000,1946
Stockholm,Bromma,Gubbkärrsvägen 29E,1,27 ,1785,2025000,1995000,1950
Stockholm,Kungsholmen,"Pontonjärgatan 35, 2 tr",2,42 ,1786,3850000,3495000,1931
Stockholm,Östermalm,"Grev Magnigatan 10a, 1 tr ög",2,44 ,2142,4770000,4750000,1894
Stockholm,Stureby,Tussmötevägen 188,2,50 ,2845,3125000,2950000,1929
Stockholm,Enskededalen,Kyrkogårdsvägen 57,1,40 ,2172,2850000,2195000,1921
Solna,SolnaCentrum,"Klippgatan 24C, 4tr",2,59.5 ,1828,3260000,2495000,1964
Solna,Järvastaden,Fridensborgsvägen 127,2,45 ,3000,2550000,2475000,2017
Stockholm,Bromma,Mariehällsvägen 8,2,40.7 ,3039,2455000,2295000,2003
Stockholm,GamlaEnskede,Fågelkärrsvägen 2C,1.5,44 ,2473,2585000,2350000,1927
Solna,Bergshamra,Björnstigen 129,4,94 ,3232,4450000,4425000,1959
Stockholm,Kungsholmen,Kronobergsgatan 7,2,57 ,2553,4970000,4295000,1905
Stockholm,Kungsholmen,Love Almqvists väg 4a,2,44.5 ,3395,3500000,2950000,1935
Solna,Järvastaden,Våtmarksvägen 33,5,111.5 ,3744,6080000,5795000,2015
Stockholm,Östermalm,"Jungfrugatan 64, 1/2 tr",1,28 ,658,3100000,2495000,1936
Stockholm,Bandhagen,Trollesundsvägen 28B,2,62 ,5428,2050000,1950000,1993
Stockholm,Kungsholmen,Lindhagensgatan 59,2,50 ,2569,3635000,3395000,1929
Stockholm,Kungsholmen,Lidnersplan 10,1,32 ,1880,2675000,2495000,1939
Solna,Råsunda,"S:t Ansgars väg 10 A, 2 tr",2,32 ,2189,2620000,2195000,1940
Stockholm,Kungsholmen,Kristinebergsvägen 7,2,38 ,1896,3450000,2995000,1926
Stockholm,Södermalm,Lundagatan 52,3,76 ,3549,7680000,6395000,1932
Stockholm,Hagastaden,"Nina Einhorns gata 10, 4tr",2,54 ,3230,4000000,3900000,2018
Stockholm,Östermalm,Östhammarsgatan 77,2,55.6 ,3428,4500000,3875000,1944
Stockholm,Vasastan,Västmannagatan 28A,3,97.6 ,4225,8150000,6995000,1898
Sollentuna,SollentunaHelenelund,Parkvägen 12,1,31 ,1809,2050000,1795000,2015
Stockholm,Kungsholmen,"Essingestråket 29, vån 2",2,47 ,2826,3200000,2995000,1939
Stockholm,Årsta,Eklångsvägen 19,2,42.7 ,2300,2550000,2295000,1944
Stockholm,NedreGärdet,"Strindbergsgatan 44, 1/2 tr",2,39 ,2233,3600000,3600000,1932
Stockholm,Årsta,Åmänningevägen 18,3,66 ,3996,4150000,3375000,1947
Stockholm,Årsta,Årstavägen 83,1,25.5 ,1899,2230000,1895000,1945
Stockholm,Vasastan,Birger jarlsgatan 104 I,1,24 ,1499,2650000,2395000,1929
Stockholm,HammarbySjöstad,"Lugnets allé 54, vån 2",3,92.5 ,5320,5770000,5495000,2000
Stockholm,Telefonplan,Mellanbergsvägen 21,2,44 ,3014,2300000,1995000,1943
Solna,Huvudsta,Göran perssons väg 43,3,80 ,4445,3120000,2895000,1970
Stockholm,STUREBY,Skönviksvägen 315,3,69 ,4231,3270000,3200000,1952
Stockholm,Södermalm,Brännkyrkagatan 45,1,35 ,2151,2950000,2795000,1911
Stockholm,Midsommarkransen,"Svandammsvägen 30, vån 2/3",2,37 ,3225,2600000,2375000,1938
Stockholm,Liljeholmskajen,Hildebergsvägen 24,1.5,38 ,2970,2465000,1995000,2005
Nacka,Jarlaberg,Diligensvägen 34,3,75 ,4771,2795000,2795000,1988
Stockholm,Högdalen,Skebokvarnsvägen 376,1,33 ,2382,1820000,1695000,2007
Stockholm,Skärmarbrink,Pastellvägen 14,3.5,75 ,3299,3650000,3195000,1943
Stockholm,Kungsholmen,"Sankt Eriksgatan 19, 3 tr",3,72 ,1934,6450000,5975000,1912
Nacka,Saltsjöbaden,"Svartkärrsvägen 12, 3tr",3,86.3 ,4617,2350000,2395000,1970
Stockholm,Blåsut,Hållövägen 14,2,61 ,3558,3710000,2995000,2011
Stockholm,Södermalm,Siargatan 11,3,80 ,3999,5075000,4500000,1965
Stockholm,Kungsholmen,Pontonjärgatan 8,2,39 ,1478,3520000,2995000,1934
Sundbyberg,Hallonbergen,Lötsjövägen 35,3,82.1 ,3693,2700000,2295000,1970
Stockholm,Hammarbyhöjden,Finn Malmgrens väg 67,3,70 ,4332,4400000,3750000,1943
Stockholm,Vasastan,Hagagatan 46 A,3,67 ,3448,6475000,5950000,1908
Stockholm,Södermalm,S:t Paulsgatan 35 B,5,168 ,7097,17250000,14500000,1890
Stockholm,Kungsholmen,Ernst Ahlgrens väg 3,1,33.5 ,1825,2950000,2950000,1890
Stockholm,LillaEssingen,"Primusgatan 82, 6tr",3,84.5 ,4828,7300000,7495000,2004
Nacka,Sickla,"Sickla Allé 9, 3tr",2,50 ,3312,3360000,2995000,2007
Stockholm,Östermalm,Rådmansgatan 11,5,126 ,2967,14000000,13750000,2007
Stockholm,Östermalm,Kaptensgatan 14A,2,53 ,1785,5825000,5475000,1882
Stockholm,Vasastan,Birger Jarlsgatan 104 N,1,20.5 ,1559,2620000,2095000,1929
Stockholm,Vasastan,"Dalagatan 86 F, 1/2 tr",1,36 ,1836,3255000,2995000,1929
Stockholm,Östermalm,Grev Turegatan 59 A,3,90 ,4239,10500000,10500000,1898
Stockholm,Östermalm,Jungfrugatan 64,2,50 ,1128,4550000,4250000,1936
Stockholm,Örby,Bettnavägen 46 2tr,1,44 ,1919,2330000,1795000,1963
Stockholm,Riksby,Galonvägen 14,1.5,44 ,2258,2700000,2395000,1943
Stockholm,Årsta,"Sandfjärdsgatan 17, 3tr",1.5,40 ,2314,2300000,1895000,1961
Stockholm,Gullmarsplan,Etsarvägen 4,5,102 ,4505,6050000,5995000,1946
Sollentuna,Kärrdal,Lomvägen 32,1,35 ,2242,1550000,1550000,1972
Stockholm,Beckomberga,Beckombergavägen 216,5,103.5 ,5412,4695000,4695000,2014
Stockholm,Årsta,"Gullmarsvägen 29, 1tr",1,25 ,2651,2100000,1795000,1946
Stockholm,Årsta,"Sköntorpsvägen 118, 2tr",2,54 ,2657,2930000,2495000,1945
Stockholm,Liljeholmskajen,"Sturehillsvägen 6, 4tr",2,70 ,4366,4100000,3495000,2016
Stockholm,Vasastan,"Odengatan 30, 5 tr",2,43 ,941,5000000,4295000,1966
Sundbyberg,LillaAlby,Albygatan 118,2,47 ,2901,2830000,2595000,1966
Stockholm,Vasastan,"Norra Stationsgatan 119, 1 tr",2,60 ,3499,4600000,4495000,1913
Stockholm,Annedal,Dartanjangs gata 46,2,54 ,3447,2920000,2595000,2013
Nacka,NackaForum,Serenadvägen 7 C,3,79.5 ,4706,3300000,3495000,2008
Stockholm,Högalid,Tantogatan 13,2,53 ,4188,3400000,3195000,1952
Stockholm,Kungsholmen,"Igeldammsgatan 12, 5 tr",1,37 ,1830,3450000,2995000,1929
Solna,Skytteholm,Nybodagatan 2,3,85.7 ,4264,3500000,3500000,1959
Stockholm,Bromma,"Registervägen 24, 3/3 tr",2,40 ,1828,2670000,2195000,1944
Stockholm,Bromma,Askängsbacken 44,6,139 ,5591,8330000,7450000,2013
Stockholm,Hammarbyhöjden,Thunbergsgatan 6,2,45 ,3210,2750000,2450000,1939
Stockholm,Stockholm,Drottningholmsvägen 9,2,64 ,1623,5290000,4995000,1905
Stockholm,HornsbergsStrand,"Hornsbergs Strand 15D, Vån 3",3,79 ,3950,6510000,5895000,2015
Stockholm,Södermalm,"Maria Prästgårdsgata 24, 2 tr",1,37 ,2083,3800000,3275000,1882
Sundbyberg,CentralaSundbyberg,"Tulegatan 6D, 4/4tr",2,33 ,1910,3000000,2395000,1936
Stockholm,Globen,"Pelargatan 4, 3 tr",1,30 ,2914,2400000,1995000,1942
Stockholm,Vällingby,Jämtlandsgatan 102,2,59 ,3462,1995000,1995000,1952
Stockholm,Vasastan,"Karlbergsvägen 74, 4tr",3,78 ,2536,6170000,5995000,1985
Nacka,FinnbodaHamn,Kvarnholmsvägen 39A,3,81.5 ,5222,4600000,4395000,2008
Nacka,FinnbodaHamn,Finnboda Parkväg 20a,3,77 ,4080,4800000,4495000,2009
Stockholm,Södermalm,Lundagatan 36C,2,42 ,2029,4175000,3495000,1930
Solna,HagaNorra,Broddgatan 1,2,63 ,2803,3350000,2795000,1930
Solna,GamlaHuvudsta,Polhemsgatan 7,3,83 ,3725,3750000,3495000,1979
Stockholm,Hammarbyhöjden,Åkerbladsgatan 6,2,43 ,3095,2700000,2700000,1936
Stockholm,Vasastan,"Torsgatan 72, 5tr",3,82 ,3751,8200000,6995000,1929
Stockholm,Vasastan,"Hagagatan 44, 2tr",2,72 ,3052,5800000,5295000,1909
Stockholm,Johanneshov,Nathorstvägen 38,2,41 ,3152,2655000,2395000,1995
Stockholm,Farsta,Molkomsbacken 7,1,38 ,1832,2140000,1795000,1959
Stockholm,Kungsholmen,"Kungsklippan 20, 4 tr",2,32.5 ,2548,3060000,2650000,1934
Stockholm,Liljeholmskajen,Sturehillsvägen 39,2,55 ,3508,3400000,2795000,2009
Stockholm,Vasastan,"Hagagatan 22, 3tr",4,120 ,5456,11000000,9995000,1924
Sundbyberg,Rissne,Mjölnerbacken 72,2,53 ,2634,2425000,1995000,1986
Stockholm,Bromma,Klintbacken 1,1,25 ,1622,2150000,1695000,1944
Stockholm,Sköndal,Bengt Bagares Gränd 2C,5,119.5 ,6520,4700000,4200000,2002
Sundbyberg,Hallonbergen,Bergshöjden 66,1.5,50.5 ,2369,1775000,1795000,1972
Stockholm,Liljeholmen,Nybodaringen 39,1.5,37 ,3130,2400000,1750000,1936
Stockholm,Gröndal,"Sjöbjörnsvägen 18, 1tr",2.5,58 ,3650,3650000,3595000,1946
Stockholm,Midsommarkransen,"Tellusborgsvägen 108, vån 3",3,86.5 ,3979,5200000,4650000,2010
Stockholm,Midsommarkransen,"Midsommarvägen 21, vån 3/4",3,53 ,4008,3350000,2750000,1943
Solna,Solna,Storgatan 50,2.5,64.2 ,3143,3180000,2695000,1983
Sundbyberg,CentralaSundbyberg,Franstorpsvägen 4A,2,62.5 ,4849,3150000,2850000,1962
Solna,SolnaJärvastaden,"Fridensborgsvägen 131, Högst upp",4,94 ,5309,5300000,4795000,2017
Stockholm,Södermalm,"Flintbacken 4, 2tr",3,80.5 ,3207,5500000,4295000,1962
Stockholm,Södermalm,"Bergsunds Strand 25, 6tr",3,71 ,4239,7330000,6295000,1937
Stockholm,Stockholm,"Luftskeppsgatan 8, 3tr",3,79 ,5443,2610000,1995000,1989
Stockholm,Östberga,Förlandagränd 82,3,83 ,4311,2200000,1995000,1969
Stockholm,Östermalm,Smedsbacksgatan 10,2,35 ,1976,3050000,2795000,1938
Stockholm,NorraDjurgårdsstaden,Drevergatan 3,4,96 ,4565,8495000,8495000,2017
Stockholm,Stockholm,"Atlasgatan 1, 4tr",3,72 ,3310,5920000,5495000,1929
Stockholm,Kungsholmen,"Kungsholms Strand 179, 2tr",3,81 ,4298,5650000,5650000,1930
Stockholm,Vasastan,Norrbackagatan 40,2,66 ,3237,6300000,5475000,1906
Solna,Huvudsta,Krysshammarvägen 8 7tr,3,82.3 ,2708,4020000,4020000,1966
Stockholm,Bromma,"Björketorpsvägen 7, 1tr",4,96 ,5188,3700000,3700000,2009
Sollentuna,Tureberg,"Turebergs Allé 11, 2tr",3,69 ,3845,2950000,2950000,2013
Stockholm,HammarbySjöstad,"Virkesvägen 17, pl 9/9",4,99 ,5076,6710000,6495000,2019
Stockholm,Vasastan,"Karlbergsvägen 20A, 3 tr",2,50 ,1833,5975000,4695000,1901
Stockholm,Enskede,Majrovägen 8,3,68 ,3792,3125000,2695000,1947
Stockholm,Hägersten,Ivar Vidfamnes Gata 1,4,75 ,4242,5550000,4395000,1948
Stockholm,Stockholm,"Birger Jarlsgatan 104L, 2 tr",2,42.5 ,3058,4210000,3450000,1929
Stockholm,Södermalm,"Tavastgatan 29 C, 2 tr",2,65 ,2543,5530000,4950000,1897
Stockholm,Bromma,Nipfjällsvägen 10,2,62 ,2682,3800000,3295000,1984
Stockholm,Kungsholmen,"Kungsholms Strand 185, 3 tr",4.5,116 ,3705,11420000,9500000,1929
Stockholm,Fruängen,Doktor Widerströms Gata 60,2,56 ,3252,2620000,2195000,1954
Stockholm,Högdalen,Harpsundsvägen 107,1,28.5 ,1672,2030000,1695000,1959
Solna,Frösunda,"Gustav III:s Boulevard 167, 4 tr",2,59.5 ,3508,3575000,2850000,2009
Solna,VästraSkogen,"Armégatan 36F, vån 9/9",2,47 ,3036,3340000,2695000,2016
Stockholm,Vasastan,"Sveavägen 121 B, 3tr",1,32 ,1464,3370000,2900000,1929
Stockholm,Södermalm,Högalidsgatan 11A,1,29 ,1330,2850000,2350000,1910
Solna,Arenastaden,"Evenemangsgatan 40, vån 6",2,43 ,2741,2710000,2495000,2019
Solna,Huvudsta,"Bygatan 25, 6 tr",3,88.4 ,4206,4550000,3995000,1968
Stockholm,Kungsholmen,Luxgatan 6,1.5,39 ,1650,3350000,2595000,1930
Solna,Råsunda,"Södra Långgatan 35A, 3tr",2,49 ,2585,3160000,2595000,1947
Stockholm,Aspudden,Hägerstensvägen 148,2,53 ,2965,3350000,2795000,1945
Stockholm,Abrahamsberg,Byggmästarvägen 19,2,51 ,3436,3015000,2495000,1939
Stockholm,Aspudden,Sigfridsvägen 11,1,38 ,2290,2750000,2195000,1949
Stockholm,Riksby,Galonvägen 16,1.5,44 ,2241,2400000,1995000,1944
Stockholm,Kungsholmen,"Lindhagensgatan 67, 1.5tr",2,43 ,2459,3300000,2995000,1944
Stockholm,Kungsholmen,"Essingetorget 37, 2 tr",3,75 ,4277,5900000,5475000,1938
Solna,Näckrosen,Råsundavägen 166,2,56 ,3127,3250000,3250000,2019
Stockholm,Kista,"Borgarfjordsgatan 5, lgh 148",2,59 ,3636,2000000,1845000,1990
Stockholm,Fredhäll,"Stagneliusvägen 26, 1 tr",1,22 ,1504,2100000,1895000,1990
Solna,BergshamraSödra,"Odlingsvägen 5, 5 tr",4,75 ,3830,4450000,3795000,1989
Stockholm,Akalla,Kaskögatan 12,3,76 ,4500,2000000,1795000,1976
Stockholm,Sätra,"Torvsätravägen 1, vån 4",4,103 ,6781,3700000,3490000,2019
Stockholm,HammarbySjöstad,Hammarby Allé 149,2,44 ,3121,3050000,2795000,2003
Stockholm,Bromsten,Erik Tegels Väg 39,4,93 ,5124,2475000,2195000,1963
Stockholm,Kungsholmen,"Rålambsvägen 48, 3 tr",2,36 ,1979,3100000,3100000,1931
Stockholm,Östermalm,Birger Jarlsgatan 98,5,124 ,6560,12850000,11500000,1905
Stockholm,Högdalen,"Sjösabrinken 24, 2 tr.",2,56 ,3212,2500000,2500000,1955
Stockholm,Östermalm,Engelbrektsgatan 33,3,90 ,3705,9900000,8950000,1881
Stockholm,Södermalm,"Assessorsgatan 14, 1 tr",3,69 ,2354,6320000,5495000,1905
Sundbyberg,Sundbyberg,Prästgårdsgatan 2,3,83 ,3567,5800000,5895000,2017
Stockholm,Östermalm,Sibyllegatan 16,6,204 ,5699,22000000,22900000,1888
Stockholm,Kungsholmen,Industrigatan 9,1,23 ,1208,2560000,2195000,1933
Nacka,Hedvigslund,"Vinkelhaksvägen 28, nb",2,48 ,3287,2000000,1895000,1993
Sundbyberg,Sundbyberg,"Vintergatan 4, 3 tr",1,42 ,2979,2500000,2495000,1936
Stockholm,Vällingby,"Jämtlandsgatan 107, Vån 7 (11075)",1,36 ,1905,2100000,1750000,2019
Stockholm,Kungsholmen,"Sankt Eriksgatan 39, 4tr",2,48 ,1404,4100000,3695000,1937
Nacka,Alphyddan,"Alphyddevägen 63, 10tr",3,79 ,3601,4270000,3695000,1965
Stockholm,Bandhagen,Skeppstavägen 33,3,69 ,4092,2570000,2190000,1953
Stockholm,Vasastan,"Vikingagatan 3, 3 tr",2,49 ,2810,5180000,4795000,1907
Stockholm,Södermalm,"Bastugatan 21, 2tr",1,25 ,1360,2700000,2700000,1929
Stockholm,Västertorp,Terrängvägen 91,2,54.6 ,3970,2820000,2295000,1996
Stockholm,Kungsholmen,"Lindhagensterrassen 9, 7tr",3,79 ,3297,5790000,5595000,2009
Stockholm,Årsta,Bränningevägen 28 B,3,83 ,4103,5200000,4795000,2016
Stockholm,Östermalm,Grev Turegatan 59 B,3,87 ,4061,9800000,9450000,1879
Stockholm,Vasastan,"Atlasgatan 4, 4tr",2,40 ,2116,4310000,3750000,1928
Nacka,Nacka,Henriksdalsringen 41,3,69 ,4151,2500000,2395000,1928
Stockholm,Kungsholmen,Svarvargatan 3,2,42 ,1954,3870000,2995000,1932
Nacka,Björknäs,Talluddsvägen 7D,3,69 ,4557,2495000,2495000,1932
Stockholm,Vasastan,Vanadisvägen 7,2,60 ,2328,5280000,4950000,1926
Stockholm,HammarbySjöstad,Sjöfartsgatan 15 B,2,47 ,2621,3350000,2995000,1926
Stockholm,Vasastan,"Wallingatan 14 A, 3tr ög",3,66 ,2502,6200000,6150000,1892
Stockholm,Kungsholmen,"Hantverkargatan 50, 4 tr",2,58 ,2270,5050000,4495000,1931
Stockholm,Kungsholmen,Industrigatan 9,3,62 ,3304,5740000,4995000,1933
Stockholm,HammarbySjöstad,"Rorgängargatan 15 B, vån 11",4,113 ,5285,8250000,8475000,2009
Stockholm,Södermalm,Björngårdsgatan 16B,4,104 ,4520,9000000,9500000,1862
Stockholm,Akalla,"Borgågatan 4, 5 tr",3,73 ,4787,1940000,1790000,1976
Sundbyberg,CentralaSundbyberg,Bergsgatan 16B,2,38 ,2789,2850000,2495000,1937
Stockholm,Maria,"Fatburs Brunnsgata 26, 3 tr",2,61 ,3222,4645000,4250000,1991
Stockholm,Skarpnäck,"Segelflygsgatan 20, 3tr",4,101.5 ,6664,3750000,2895000,1985
Sundbyberg,Ursvik,Ursviks Allé 41,3,62 ,3632,2620000,2495000,2015
Stockholm,Vällingby,"Trolle Bondes gata 3, Vån 1",3,79 ,5243,2900000,2595000,2015
Stockholm,Vasastan,Birger Jarlsgatan 65A,4,139 ,4204,11800000,11500000,1913
Sundbyberg,CentralaSundbyberg,Eliegatan 10,2,55 ,4495,2125000,11500000,1996
Sundbyberg,CentralaSundbyberg,Fredsgatan 25,1,22 ,920,2260000,1850000,1996
Sundbyberg,Rissne,"Skvadronsbacken 16, 1 tr",3,79 ,3812,2620000,2490000,1982
Stockholm,Enskede,"Tussmötevägen 120B, vån 2",3,78 ,4107,4920000,4995000,2019
Stockholm,Örby,Gamla Huddingevägen 447,2,62 ,1763,2410000,1995000,1968
Solna,Järvastaden,Järva Skjutbaneväg 52,3,78 ,4012,3840000,3840000,2013
Stockholm,Bromma,Bällstavägen 51,1,36 ,1756,2400000,1995000,1943
Stockholm,Bromma,"Ture Sventons Gata 1, 3tr",4,75 ,4398,4200000,3695000,2010
Solna,VästraSkogen,Armégatan 11A,3,78 ,4225,5000000,5000000,2010
Stockholm,Enskededalen,Täppgränd 105,3,88 ,4090,3425000,3500000,1982
Stockholm,Aspudden,"Vapengatan 13, 4 tr",3,73 ,4259,5350000,4395000,1949
Stockholm,Älvsjö,"Kavelbrovägen 16, 4 tr",5,136 ,6533,5710000,5490000,2013
Stockholm,Vasastan,"Regeringsgatan 83, 3tr",2,84 ,4652,6950000,6995000,1891
Stockholm,Högdalen,Stenkvistavägen 11,2,40 ,2574,2350000,1995000,2017
Stockholm,Hjorthagen,"Ahlsellvägen 22, 2 tr",2,44.2 ,2943,3300000,2995000,1937
Stockholm,NorraDjurgårdsstaden,"Hårdvallsgatan 13, 4tr",4,96 ,5530,7100000,6595000,2015
Stockholm,Hjorthagen,"Älvkarleövägen 13, 2 tr",2,44.2 ,2941,3100000,2995000,1935
Sollentuna,Tureberg,Engelbrekts väg 20,3,77.5 ,4505,3050000,2595000,2009
